keyword,canonical_keyword,volume,kd,cpc,topical_silo,primary_entity,entity_type,intent,intent_detail,cluster_label,recommended_page_type,target_live_url,target_local_url,resolved_local_url,page_title,page_id,page_layer,edit_mode,action_taken,coverage_status,coverage_signal,page_word_count,exact_present,canonical_present,entity_present,intent_signal_present,status_code,edit_url,support_key,managed_key,evidence_snippet
how many points per dollar mcdonald's,mymcdonald's rewards,150,1,0,Customer Journey,Rewards Guide,service_page,service_task,service_rewards,Rewards Guide - service rewards,support,https://mcdomenuusa.com/rewards-guide/,http://localhost/wordpress/rewards-guide/,http://localhost/wordpress/rewards-guide/,Rewards Guide,190,Support / guide page,Normal WordPress page editor,Seeded or retained on admin-editable guide/support page,Exact keyword present,Exact keyword string found on the mapped rendered page,9900,Yes,Yes,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=190&action=edit,rewards-guide,,gers. The common question behind points-per-dollar searches Many readers search how many points per dollar McDonald’s gives because they are really asking a value question. They want to know whether the rewards program changes their effe
20pc mcnugget price,mcdonald's chicken nuggets price,150,0,0.59,Value & Deals,Chicken McNuggets,product_family,commercial,price_value,Chicken McNuggets - price value,family_section,https://mcdomenuusa.com/mcdonalds-deals-mcvalue-guide/,http://localhost/wordpress/mcdonalds-deals-mcvalue-guide/,http://localhost/wordpress/menu/extra-value-meals/10-pc-chicken-mcnuggets-meal-med/,10 pc Chicken McNuggets Meal Price USA,1292,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9597,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=1292&action=edit,,meals::10-pc-chicken-mcnuggets-meal-med,"10 pc Chicken McNuggets Meal Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization"
mcdonald's deluxe mccrispy,deluxe mccrispy,150,0,0.14,Chicken & Fish,Deluxe McCrispy,product_variant,overview,overview_general,Deluxe McCrispy - overview general,item,https://mcdomenuusa.com/menu/chicken-fish/deluxe-mccrispy/,http://localhost/wordpress/menu/chicken-fish/deluxe-mccrispy/,http://localhost/wordpress/menu/chicken-fish/deluxe-mccrispy/,Deluxe McCrispy Price USA,420,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Canonical keyword present,Variant keyword is covered through its canonical keyword on the mapped page,9487,No,Yes,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=420&action=edit,,chickenfish::deluxe-mccrispy,"Deluxe McCrispy Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@"
20 piece chicken mcnuggets protein,20 piece chicken mcnuggets calories,150,0,0,McNuggets & Strips,20 pc Chicken McNuggets,product_variant,nutrition,nutrition_macros,20 pc Chicken McNuggets - nutrition macros,item,https://mcdomenuusa.com/menu/mcnuggets-strips/20-pc-chicken-mcnuggets/,http://localhost/wordpress/menu/mcnuggets-strips/20-pc-chicken-mcnuggets/,http://localhost/wordpress/menu/mcnuggets-strips/20-pc-chicken-mcnuggets/,20 pc Chicken McNuggets Price USA,437,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9548,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=437&action=edit,,nuggets::20-pc-chicken-mcnuggets,"20 pc Chicken McNuggets Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@"
mcdonald's breakfast meals,mcdonald's breakfast menu,150,13,0.98,Breakfast,Breakfast Menu,menu_guide,overview,overview_menu,Breakfast Menu - overview menu,guide,https://mcdomenuusa.com/breakfast-menu/,http://localhost/wordpress/breakfast-menu/,http://localhost/wordpress/breakfast-menu/,McDonald's Breakfast Menu Prices USA,192,Support / guide page,Normal WordPress page editor,Seeded or retained on admin-editable guide/support page,Canonical keyword present,Variant keyword is covered through its canonical keyword on the mapped page,12822,No,Yes,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=192&action=edit,breakfast-menu,,"McDonald’s Breakfast Menu Prices USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],"""
mcdonald's hotcakes and sausage calories,mcdonald's hotcakes and sausage calories,150,0,0.64,Breakfast,Hotcakes and Sausage,product_variant,nutrition,nutrition_macros,Hotcakes and Sausage - nutrition macros,item,https://mcdomenuusa.com/menu/breakfast-menu/hotcakes-sausage/,http://localhost/wordpress/menu/breakfast-menu/hotcakes-sausage/,http://localhost/wordpress/menu/breakfast-menu/hotcakes-and-sausage/,Hotcakes and Sausage Price USA,394,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9504,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=394&action=edit,,breakfast::hotcakes-and-sausage,"Hotcakes and Sausage Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@"
www.mcdvoice.com survey receipt,mcdvoice,150,0,0.26,Customer Journey,McDVoice Survey,service_page,service_task,service_survey,McDVoice Survey - service survey,service,https://mcdomenuusa.com/mcdvoice/,http://localhost/wordpress/mcdvoice/,http://localhost/wordpress/mcdvoice/,McDVoice Survey,1432,Support / guide page,Normal WordPress page editor,Seeded or retained on admin-editable guide/support page,Canonical keyword present,Variant keyword is covered through its canonical keyword on the mapped page,9953,No,Yes,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=1432&action=edit,mcdvoice,,"McDVoice Survey | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@id"""
mcdonald's hot caramel sundae,mcdonald's hot caramel sundae,150,0,0.18,Sweets & Treats,Hot Caramel Sundae,product_variant,overview,overview_general,Hot Caramel Sundae - overview general,item,https://mcdomenuusa.com/menu/sweets-treats/hot-caramel-sundae/,http://localhost/wordpress/menu/sweets-treats/hot-caramel-sundae/,http://localhost/wordpress/menu/sweets-treats/hot-caramel-sundae/,Hot Caramel Sundae Price USA,469,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9451,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=469&action=edit,,sweets::hot-caramel-sundae,"Hot Caramel Sundae Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@"
cheapest mcdonalds item,mcdonald's food,150,43,0.31,Brand Core,McDonald's Menu,menu_hub,overview,overview_general,McDonald's Menu - overview general,hub,https://mcdomenuusa.com/menu/,http://localhost/wordpress/menu/,http://localhost/wordpress/menu/,McDonald's Full Menu USA,283,Menu hub page,Page editor + theme-rendered semantic layer,Retained or optimized on the main menu hub,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,12739,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=283&action=edit,,menu,"McDonald’s Full Menu USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@id"":""http://localhost/wordpr"
how much is egg mcmuffin,egg mcmuffin price,150,0,0,Breakfast,Egg McMuffin,product_variant,commercial,price_value,Egg McMuffin - price value,item,https://mcdomenuusa.com/menu/breakfast-menu/egg-mcmuffin/,http://localhost/wordpress/menu/breakfast-menu/egg-mcmuffin/,http://localhost/wordpress/menu/breakfast-menu/egg-mcmuffin/,Egg McMuffin Price USA,373,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Canonical keyword present,Variant keyword is covered through its canonical keyword on the mapped page,9474,No,Yes,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=373&action=edit,,breakfast::egg-mcmuffin,"Egg McMuffin Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@id"":""h"
sausage biscuit with egg,sausage biscuit with egg,150,6,0.48,Breakfast,Sausage Biscuit with Egg,product_variant,overview,overview_general,Sausage Biscuit with Egg - overview general,item,https://mcdomenuusa.com/menu/breakfast-menu/sausage-biscuit-with-egg/,http://localhost/wordpress/menu/breakfast-menu/sausage-biscuit-with-egg/,http://localhost/wordpress/menu/breakfast-menu/sausage-biscuit-with-egg/,Sausage Biscuit with Egg Price USA,372,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Exact keyword present,Exact keyword string found on the mapped rendered page,9521,Yes,Yes,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=372&action=edit,,breakfast::sausage-biscuit-with-egg,"Sausage Biscuit with Egg Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@"
carbs in sausage egg mcmuffin,sausage egg mcmuffin calories,150,0,0,Breakfast,Egg McMuffin,product_variant,nutrition,nutrition_macros,Egg McMuffin - nutrition macros,item,https://mcdomenuusa.com/menu/breakfast-menu/egg-mcmuffin/,http://localhost/wordpress/menu/breakfast-menu/egg-mcmuffin/,http://localhost/wordpress/menu/breakfast-menu/egg-mcmuffin/,Egg McMuffin Price USA,373,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9474,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=373&action=edit,,breakfast::egg-mcmuffin,"Egg McMuffin Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@"
mcdonalds mcdouble price,how much is a mcdouble,150,35,0.09,Burgers,McDouble,product_variant,commercial,price_value,McDouble - price value,item,https://mcdomenuusa.com/menu/burgers-menu/mcdouble/,http://localhost/wordpress/menu/burgers-menu/mcdouble/,http://localhost/wordpress/menu/burgers-menu/mcdouble/,McDouble Price USA,412,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9442,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=412&action=edit,,burgers::mcdouble,"McDouble Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@"
how much is mcdonald's ice cream cone,how much is an ice cream cone at mcdonald's,150,49,0.44,Sweets & Treats,Vanilla Cone,product_variant,commercial,price_value,Vanilla Cone - price value,item,https://mcdomenuusa.com/menu/sweets-treats/vanilla-cone/,http://localhost/wordpress/menu/sweets-treats/vanilla-cone/,http://localhost/wordpress/menu/sweets-treats/vanilla-cone/,Vanilla Cone Price USA,464,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9425,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=464&action=edit,,sweets::vanilla-cone,"Vanilla Cone Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@"
does mcdonald's sweet tea have caffeine,does mcdonald's sweet tea have caffeine,150,0,0,Beverages,Sweet Tea,product_family,nutrition,nutrition_caffeine,Sweet Tea - nutrition caffeine,family_section,https://mcdomenuusa.com/beverage-menu/,http://localhost/wordpress/beverage-menu/,http://localhost/wordpress/menu/beverages-drinks/sweet-tea-medium/,Sweet Tea Medium Price USA,612,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9524,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=612&action=edit,,beverages::sweet-tea-medium,"Sweet Tea Medium Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organizati"
how much is a quarter pounder with cheese,how much is a quarter pounder at mcdonald's,150,9,0.23,Burgers,Quarter Pounder with Cheese,product_variant,commercial,price_value,Quarter Pounder with Cheese - price value,item,https://mcdomenuusa.com/menu/burgers-menu/quarter-pounder-with-cheese/,http://localhost/wordpress/menu/burgers-menu/quarter-pounder-with-cheese/,http://localhost/wordpress/menu/burgers-menu/quarter-pounder-with-cheese/,Quarter Pounder with Cheese Price USA,407,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9523,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=407&action=edit,,burgers::quarter-pounder-with-cheese,"Quarter Pounder with Cheese Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@"
how much is quarter pound,mcdonald's menu with prices 2025,150,0,0,Brand Core,McDonald's Menu,menu_hub,commercial,price_value,McDonald's Menu - price value,hub,https://mcdomenuusa.com/menu/,http://localhost/wordpress/menu/,http://localhost/wordpress/menu/,McDonald's Full Menu USA,283,Menu hub page,Page editor + theme-rendered semantic layer,Retained or optimized on the main menu hub,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,12739,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=283&action=edit,,menu,"McDonald’s Full Menu USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@id"":""http://localhost/wordpr"
